optrew,optER,valrew,valER,testrew,testER,epoch,norm val rew,norm val er,norm test rew,norm test ER
-23.242706533,40.5322265625,-50.3006120682,67.998046875,-50.7232648373,68.056640625,792,-20.2385241356,-5.0793804453,-19.3908906435,-4.6027580071
-23.4589992102,40.4031808036,-50.2983827353,67.98828125,-50.7159590721,68.0126953125,799,-20.2375027383,-5.0784123911,-19.3877140622,-4.5987544484
-23.5959117323,40.068359375,-50.2961154938,68.02734375,-50.7121440649,68.0517578125,807,-20.2364639726,-5.0822846079,-19.386055279,-4.6023131673
-23.6525917356,40.8530970982,-50.2964556456,67.9931640625,-50.7150920153,68.0078125,811,-20.2366198175,-5.0788964182,-19.3873370618,-4.5983096085
-23.5248390419,40.6417410714,-50.2814328432,68.0029296875,-50.7129238367,68.0419921875,818,-20.2297369289,-5.0798644724,-19.3863943274,-4.6014234875
-23.7387527772,40.5573381696,-50.2641912222,67.96875,-50.6940935612,68.0712890625,824,-20.2218374603,-5.0764762827,-19.3782068344,-4.6040925267
-23.9999749959,40.537109375,-50.2826448917,68.0078125,-50.6952928305,68.0126953125,832,-20.2302922444,-5.0803484995,-19.3787282824,-4.5987544484
-23.7295971811,40.6138392857,-50.2517408133,67.958984375,-50.680601263,68.037109375,839,-20.2161331465,-5.0755082285,-19.3723403192,-4.6009786477
-23.8699576212,40.6145368304,-50.2607064962,67.958984375,-50.6903995991,68.0224609375,847,-20.2202408886,-5.0755082285,-19.3766006822,-4.5996441281
-23.6019662597,40.6459263393,-50.2446868181,67.9052734375,-50.6713093996,68.0126953125,854,-20.2129012687,-5.0701839303,-19.368300173,-4.5987544484
-24.3084070108,40.87890625,-50.23524189,67.978515625,-50.6566617727,67.998046875,860,-20.2085739543,-5.0774443369,-19.3619313154,-4.5974199288
-23.9305565911,40.7310267857,-50.2543763876,67.98828125,-50.6731003284,68.0419921875,868,-20.2173406686,-5.0784123911,-19.3690788773,-4.6014234875
-23.700996576,40.5238560268,-50.2595825195,67.9638671875,-50.6810107946,67.978515625,875,-20.2197259243,-5.0759922556,-19.3725183855,-4.5956405694
-23.9056657565,40.6291852679,-50.2670413017,67.9931640625,-50.6835263014,67.9833984375,879,-20.2231432606,-5.0788964182,-19.3736121398,-4.5960854093
-23.2632401837,40.4157366071,-50.2572616339,67.939453125,-50.6848564625,67.9931640625,887,-20.218662581,-5.07357212,-19.3741905001,-4.596975089
-23.6621300842,40.7896205357,-50.2485083818,67.939453125,-50.6688226223,68.017578125,894,-20.2146521668,-5.07357212,-19.3672189104,-4.5991992883
-23.3845759153,40.6166294643,-50.2460262537,67.9248046875,-50.6702531815,67.9833984375,900,-20.2135149482,-5.0721200387,-19.3678409243,-4.5960854093
-24.015027724,40.7728794643,-50.2532563925,67.958984375,-50.6785433292,67.9931640625,908,-20.2168275285,-5.0755082285,-19.3714455199,-4.596975089
-24.0916089807,40.7889229911,-50.2433829784,67.9541015625,-50.6697993279,67.9833984375,915,-20.2123038979,-5.0750242014,-19.3676435866,-4.5960854093
-23.4913125715,40.6117466518,-50.2471722364,67.9833984375,-50.6692122221,67.9931640625,923,-20.2140399948,-5.077928364,-19.3673883102,-4.596975089
-23.3554918408,40.6229073661,-50.2302984715,67.978515625,-50.6646136045,67.998046875,930,-20.206309064,-5.0774443369,-19.3653888095,-4.5974199288
-23.7525671393,40.7610212054,-50.2363654852,67.998046875,-50.6646336794,68.02734375,936,-20.2090887438,-5.0793804453,-19.3653975382,-4.600088968
-23.4502862517,40.4213169643,-50.2268892527,67.9248046875,-50.6620769262,67.998046875,944,-20.204747087,-5.0721200387,-19.3642858498,-4.5974199288
-23.5786152048,40.7484654018,-50.2329468966,67.9150390625,-50.6594316959,68.037109375,947,-20.2075224738,-5.0711519845,-19.3631356911,-4.6009786477
-23.5919654855,40.4568917411,-50.2292863369,67.94921875,-50.6624367476,68.017578125,955,-20.2058453417,-5.0745401742,-19.3644423018,-4.5991992883
-23.5640920673,40.4694475446,-50.2256182432,67.8955078125,-50.6566087484,68.017578125,963,-20.2041647578,-5.0692158761,-19.3619082602,-4.5991992883
-22.9330204896,40.4987444196,-50.2126819611,67.8662109375,-50.643536067,67.9931640625,968,-20.198237835,-5.0663117135,-19.3562241963,-4.596975089
-23.0414165612,40.4359654018,-50.2080530643,67.880859375,-50.6444988728,67.9736328125,976,-20.1961170469,-5.0677637948,-19.3566428288,-4.5951957295
